Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,Monto_MDP,Fecha_Firma
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000992,"DELEGACION YUCATAN, SUBDELEGACION DE ADMINISTRACION",E-2025-00011540,SB/DY/CIEM/001.2025,IMPRESIÓN DE MATERIAL DE APOYO E INFORMATIVO CIEM01-2025,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-151-020000992-N-2-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-02-21 16:33:32,,2025-01-21 00:00:00,C-2025-00013279,SB/DY/CIEM/001.2025,IMPRESIÓN DE MATERIAL DE APOYO E INFORMATIVO CIEM01-2025,IMPRESIÓN DE MATERIAL DE APOYO E INFORMATIVO CIEM01-2025,NO,PUBLICADO,21/01/2025,22/01/2025,,86140.0,MXN,,,,,,,,,,,,,,,,,,,AAQM831225U58,MARIANA DE JESUS ADACHE QUINTAL,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/4e88291b12c74d3db989af8cc5091be2/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000992,"DELEGACION YUCATAN, SUBDELEGACION DE ADMINISTRACION",E-2025-00047161,SB/DY/CIEM/005.2025,IMPRESIÓN Y ELABORACIÓN DE MATERIAL DE APOYO,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-151-020000992-N-19-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-06-04 20:24:17,,2025-05-23 00:00:00,C-2025-00053204,SB/DY/CIEM/005.2025,IMPRESIÓN Y ELABORACIÓN DE MATERIAL DE APOYO,IMPRESIÓN Y ELABORACIÓN DE MATERIAL DE APOYO,NO,PUBLICADO,23/05/2025,27/05/2025,,295600.0,MXN,,,,,,,,,,,,,,,,,,,AAQM831225U58,MARIANA DE JESUS ADACHE QUINTAL,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/43f42d484f33456ba3134e5d1e23b480/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000992,"DELEGACION YUCATAN, SUBDELEGACION DE ADMINISTRACION",E-2025-00121511,SB/DY/CBM/021.2025,ARRENDAMIENTO DE MOBILIARIOS 0021,32302,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-151-020000992-N-48-2025,ARRENDAMIENTOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-12-27 20:53:03,,2025-12-30 00:00:00,C-2025-00138098,SB/DY/CBM/021.2025,ARRENDAMIENTO DE MOBILIARIOS 0021,ARRENDAMIENTO DE MOBILIARIOS,NO,PUBLICADO,31/12/2025,31/12/2025,,297000.0,MXN,,,,,,,,,,,,,,,,,,,AAQM831225U58,MARIANA DE JESUS ADACHE QUINTAL,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/a83521d84a0b42bf81407e2bbb4185a4/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000018,SECRETARÍA DE BIENESTAR DELEGACIÓN MICHOACÁN,E-2025-00118129,SB/AD/MICH/033/2025,SERVICIOS PERICIALES MEDIANTE CONTRATO ABIERTO PARA LA UNIDAD JURÍDICA,33105,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-136-020000018-N-32-2025,SERVICIOS,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-12-18 19:16:13,2025-12-18 16:00:00,2025-12-18 00:00:00,C-2025-00134575,SB/AD/MICH/033/2025,SERVICIOS PERICIALES MEDIANTE CONTRATO ABIERTO PARA LA UNIDAD JURÍDICA,SERVICIOS PERICIALES MEDIANTE CONTRATO ABIERTO PARA LA UNIDAD JURÍDICA EN LA DELEGACIÓN DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE MICHOACÁN DE LA SECRETARÍA DE BIENESTAR,NO,PUBLICADO,19/12/2025,31/12/2025,2025-12-19 17:13:17,115890.0,MXN,NO,2025-A-A-NAC-A-A-20-136-00105102,FORMALIZADO,2025-12-19 17:13:17,Abierto,46356.0,53772.96,115890.0,134432.4,MXN,NO,,,,,,,,AATC850115L74,CHRISTIAN ALBERTO ALVAREZ TINOCO,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/463e947f5a2352d5e0639e1200a9639c/procedimiento,0.1344324,2025-12-19 17:13:17
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00025310,CON-147-P002-33801-015-25,33801.-SERVICIO DE VIGILANCIA,33801,LAASSP,ADJUDICACIÓN DIRECTA POR URGENCIA Y EVENTUALIDAD,ART. 41 FR. V,"CONTRATACIONES PARA ATENDER UNA EVENTUALIDAD POR CASO FORTUITO O DE FUERZA MAYOR,  LIMITADA A LO ESTRICTAMENTE NECESARIO PARA AFRONTARLA.",,NO,,,,,AA-20-147-020000024-N-12-2025,SERVICIOS,NACIONAL,,OTRO,NO,,,,2025-03-21 00:42:51,,2025-02-01 00:00:00,C-2025-00025807,CON-147-P002-33801-015-25,33801.-SERVICIO DE VIGILANCIA,CONTRATATACION DE SERVICIO VIGILANCIA,NO,PUBLICADO,01/02/2025,31/12/2025,,838728.0,MXN,,,,,,,,,,,,,,,,,,,ACA020508NS7,ALERTA DEL CARIBE SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/2381e8ff2e5b4ad4bd675b662bea2bf5/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00025720,CON-147-P002-33801-008-25,33801.-SERVICIO DE VIGILANCIA,33801,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-147-020000024-N-13-2025,SERVICIOS,NACIONAL,,OTRO,NO,,,,2025-03-21 22:33:26,,2025-01-01 00:00:00,C-2025-00026323,CON-147-P002-33801-008-25,33801.-SERVICIO DE VIGILANCIA,CONTRATACION DE SERVICIO DE VIGILANCIA,NO,PUBLICADO,01/01/2025,30/01/2025,,76248.0,MXN,,,,,,,,,,,,,,,,,,,ACA020508NS7,ALERTA DEL CARIBE SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/77ab8cb480dc4a64be1c27e923f2527f/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000005,COORDINACION DE RECURSOS MATERIALES Y FINANCIEROS,E-2025-00007318,145/AD/ADQ/AA/002/2025,PRODUCTOS ALIMENTICIOS,22103,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-145-020000005-N-2-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-01-20 18:08:34,,2025-01-17 00:00:00,C-2025-00003864,145/AD/ADQ/AA/002/2025,PRODUCTOS ALIMENTICIOS,SERVICIO DE PRODUCTOS ALIMENTICIOS (ALIMENTOS PREPARADOS BOX LUNCH) PARA EL CONSUMO DEL PERSONAL DE LA SECRETARÍA DE BIENESTAR SINALOA DURANTE OPERATIVO DE ENTREGA DE TARJETAS Y PAGO DE PENSIONES A BENEFICIARIOS AL PROGRAMA DE PENSIÓN PARA EL BIENESTAR DE LAS PERSONAS ADULTAS MAYORES.,NO,PUBLICADO,20/01/2025,31/01/2025,2025-01-22 14:28:54,223447.84,MXN,NO,2025-A-A-NAC-A-A-20-145-00002968,FORMALIZADO,2025-01-22 14:28:54,Abierto,89379.14,103679.8,223447.84,259199.49,MXN,NO,,,,,,,,ACE230919KY4,ALCANCE CREATIVO ENDURANCE SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/6efda44c79fb4c2a9456b5655b69a2b0/procedimiento,0.25919949,2025-01-22 14:28:54
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000005,COORDINACION DE RECURSOS MATERIALES Y FINANCIEROS,E-2025-00020560,145/AD/ADQ/AA/003/2025,PRODUCTOS ALIMENTICIOS,22103,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-145-020000005-N-8-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-03-09 02:40:12,,2025-03-08 00:00:00,C-2025-00020257,145/AD/ADQ/AA/003/2025,PRODUCTOS ALIMENTICIOS,"SERVICIO DE PRODUCTOS ALIMENTICIOS (ALIMENTOS PREPARADOS BOX LUNCH) PARA EL CONSUMO DEL PERSONAL DE LA SECRETARÍA DE BIENESTAR SINALOA DURANTE OPERATIVO DE PAGO DE PENSIONES DEL BIMESTRE MARZO-ABRIL 2025 A BENEFICIARIOS AL PROGRAMA DE PENSIÓN PARA EL BIENESTAR DE LAS PERSONAS ADULTAS MAYORES, EN LOS MÓDULOS DE ATENCIÓN INSTALADOS EN LOS MUNICIPIOS DEL ESTADO DE SINALOA. (7 PLATILLOS A SURTIR EN 14 MUNICIPIOS DEL ESTADO DE SINALOA POR UN TOTAL DE 13 DÍAS DE OPERATIVO COMPRENDIDO DURANTE EL PERIODO DEL 10 AL 14; DEL 18 AL 21 Y DEL 24 AL 27 DE MARZO DE 2025).",NO,PUBLICADO,10/03/2025,27/03/2025,2025-03-12 16:54:38,296842.0,MXN,NO,2025-A-A-NAC-A-A-20-145-00015633,FORMALIZADO,2025-03-12 16:54:38,Abierto,118736.8,137734.69,296842.0,344336.72,MXN,NO,,,,,,,,ACE230919KY4,ALCANCE CREATIVO ENDURANCE SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/fe32922dd9fb475189c33fd9baf5b1a2/procedimiento,0.34433672,2025-03-12 16:54:38
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000005,COORDINACION DE RECURSOS MATERIALES Y FINANCIEROS,E-2025-00048539,145/AD/ADQ/AA/005/2025,PRODUCTOS ALIMENTICIOS,22103,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-145-020000005-N-12-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-06-06 21:13:02,,2025-06-06 00:00:00,C-2025-00054334,145/AD/ADQ/AA/005/2025,PRODUCTOS ALIMENTICIOS,SERVICIO DE PREPARACIÓN Y ENTREGA DE ALIMENTOS PREPARADOS (BOX LUNCH) PARA EL CONSUMO DEL PERSONAL DE LA SECRETARÍA DE BIENESTAR DELEGACIÓN SINALOA DURANTE EL SIGUIENTE OPERATIVO: 1.- OPERATIVO DE INCORPORACIÓN DE BENEFICIARIOS AL PROGRAMA DE PENSIÓN PARA EL BIENESTAR DE LAS PERSONAS ADULTAS MAYORES EN LOS MÓDULOS DE ATENCIÓN INSTALADOS EN LOS MUNICIPIOS DEL ESTADO DE SINALOA. (5 PLATILLOS A SURTIR EN 14 MUNICIPIOS DEL ESTADO DE SINALOA POR UN TOTAL DE 05 DÍAS DE OPERATIVO COMPRENDIDO DURANTE EL PERIODO DEL 09 AL 13 DE JUNIO DE 2025).,NO,PUBLICADO,09/06/2025,13/06/2025,2025-06-12 17:40:13,68950.0,MXN,NO,2025-A-A-NAC-A-A-20-145-00046649,FORMALIZADO,2025-06-12 17:40:13,Abierto,27580.0,31992.8,68950.0,79982.0,MXN,NO,,,,,,,,ACE230919KY4,ALCANCE CREATIVO ENDURANCE SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/fd68527b68b041b390d192d8edcc4518/procedimiento,0.079982,2025-06-12 17:40:13
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000005,COORDINACION DE RECURSOS MATERIALES Y FINANCIEROS,E-2025-00056990,145/AD/ADQ/AA/007/2025,PRODUCTOS ALIMENTICIOS,22103,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-145-020000005-N-17-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-06-27 21:42:21,,2025-06-27 00:00:00,C-2025-00064419,145/AD/ADQ/AA/007/2025,PRODUCTOS ALIMENTICIOS,SERVICIO DE PREPARACIÓN Y ENTREGA DE ALIMENTOS PREPARADOS (BOX LUNCH) PARA EL CONSUMO DEL PERSONAL DE LA SECRETARÍA DE BIENESTAR DELEGACIÓN SINALOA DURANTE EL SIGUIENTE OPERATIVO: 1.- OPERATIVO DE PAGO DE PENSIONES CORRESPONDIENTE AL BIMESTRE JULIO- AGOSTO 2025 A BENEFICIARIOS AL PROGRAMA DE PENSIÓN PARA EL BIENESTAR DE LAS PERSONAS ADULTAS MAYORES EN LOS MÓDULOS DE ATENCIÓN INSTALADOS EN LOS MUNICIPIOS DEL ESTADO DE SINALOA. (5 PLATILLOS A SURTIR EN 14 MUNICIPIOS DEL ESTADO DE SINALOA POR UN TOTAL DE 08 DÍAS DE OPERATIVO COMPRENDIDO DURANTE EL PERIODO DEL 07 AL 11 DE JULIO Y DEL 14 AL 16 DE JULIO DE 2025).,NO,PUBLICADO,07/07/2025,16/07/2025,2025-07-02 17:34:56,103443.2,MXN,NO,2025-A-A-NAC-A-A-20-145-00053434,FORMALIZADO,2025-07-02 17:34:56,Abierto,41377.28,47997.64,103443.2,119994.11,MXN,NO,,,,,,,,ACE230919KY4,ALCANCE CREATIVO ENDURANCE SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/1f77ebcbd99048be9c97ffdcd69070e6/procedimiento,0.11999411,2025-07-02 17:34:56
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000005,COORDINACION DE RECURSOS MATERIALES Y FINANCIEROS,E-2025-00115695,145/AD/ADQ/AA/008/2025,ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS,22103,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-145-020000005-N-24-2025,ADQUISICIONES,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-12-09 22:38:23,,2025-12-10 00:00:00,C-2025-00131085,145/AD/ADQ/AA/008/2025,ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS,"SERVICIO DE PREPARACIÓN Y ENTREGA DE ALIMENTOS PREPARADOS (BOX LUNCH) PARA EL CONSUMO DEL PERSONAL DE LA SECRETARÍA DE BIENESTAR DELEGACIÓN SINALOA DURANTE EL SIGUIENTE OPERATIVO: 1.- OPERATIVO ESPECIAL PARA CONVOCAR A BENEFICIARIOS DEL PROGRAMA (S174) APOYO PARA EL BIENESTAR DE LAS NIÑAS Y NIÑOS, HIJOS DE MADRES TRABAJADORAS PARA REALIZAR ACTIVIDADES DE ACTUALIZACIÓN DE DATOS Y CONFORMACIÓN DE COMITÉS DE CONTRALORÍA SOCIAL, ASÍ COMO REALIZAR EVALUACIÓN A LOS MISMOS. (7 PLATILLOS A SURTIR EN 14 MUNICIPIOS DEL ESTADO DE SINALOA POR UN TOTAL DE 10 DÍAS DE OPERATIVO COMPRENDIDO DURANTE EL PERIODO DEL 09 AL 18 DE DICIEMBRE DE 2025).",NO,PUBLICADO,10/12/2025,19/12/2025,2025-12-11 13:48:24,241080.0,MXN,NO,2025-A-A-NAC-A-A-20-145-00103046,FORMALIZADO,2025-12-11 13:48:24,Abierto,96432.0,111861.12,241080.0,279652.8,MXN,NO,,,,,,,,ACE230919KY4,ALCANCE CREATIVO ENDURANCE SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/de79c85e9bf648f3910b7ffff1ee1cd9/procedimiento,0.2796528,2025-12-11 13:48:24
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000999,DIRECCION GENERAL DE RECURSOS MATERIALES,E-2025-00069305,SERVICIOS DE ESPACIOS PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA,SERVICIOS DE ESPACIOS PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA,36101,LAASSP,"ADJUDICACIÓN DIRECTA POR PATENTES, LICENCIAS, OFERENTE ÚNICO U OBRAS DE ARTE",ART. 54 FR. I,"NO EXISTEN BIENES ALTERNATIVOS O SUSTITUTOS, ÚNICO OFERENTE, DERECHOS EXCLUSIVOS (PATENTES, LICENCIAS, DERECHOS DE AUTOR U OTROS DERECHOS EXCLUSIVOS), O POR OBRAS DE ARTE.",,NO,,,,,AA-20-411-020000999-N-61-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-08-09 01:58:47,,2025-07-21 00:00:00,C-2025-00081448,411.110.36101.125/2025,SERVICIOS DE ESPACIOS PUBLICITARIOS PARA LA DIFUSIÓN DE LA CAMPAÑA,"DIFUSIÓN DE LA CAMPAÑA DE COMUNICACIÓN SOCIAL DENOMINADA: PROGRAMAS DE BIENESTAR. VERSIÓN 1, SALUD CASA POR CASA, VERSIÓN 2, PENSIÓN MUJERES BIENESTAR, VERSIÓN 3, FONDO DE APORTACIÓNES PARA LA INFRAESTRUCTURA SOCIAL Y VERSIÓN 4, PROGRAMAS BIENESTAR I",NO,PUBLICADO,21/07/2025,31/12/2025,2025-07-23 00:00:00,8189655.17,MXN,NO,2025-A-A-NAC-A-C-20-411-00094148,FORMALIZADO,2025-07-23 00:00:00,Cerrado,8189655.17,,9500000.0,,MXN,NO,,,8189655.17,,,,,ACO080407868,AMX CONTENIDO SA DE CV,642231,MX,MEXICANA,NO,NO MIPYME,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/f6caeadf04f845f9a2ff757ed2311eeb/procedimiento,,2025-07-23 00:00:00
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000999,DIRECCION GENERAL DE RECURSOS MATERIALES,E-2025-00080853,CAMPAÑA DE COMUNICACIÓN SOCIAL DENOMINADA: PRIMER INFORME DE GOBIERNO. VERSIÓN I,CAMPAÑA DE COMUNICACIÓN SOCIAL DENOMINADA: PRIMER INFORME DE GOBIERNO. VERSIÓN I,36101,LAASSP,"ADJUDICACIÓN DIRECTA POR PATENTES, LICENCIAS, OFERENTE ÚNICO U OBRAS DE ARTE",ART. 54 FR. I,"NO EXISTEN BIENES ALTERNATIVOS O SUSTITUTOS, ÚNICO OFERENTE, DERECHOS EXCLUSIVOS (PATENTES, LICENCIAS, DERECHOS DE AUTOR U OTROS DERECHOS EXCLUSIVOS), O POR OBRAS DE ARTE.",,NO,,,,,AA-20-411-020000999-N-72-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-08-17 05:18:18,,2025-08-14 00:00:00,C-2025-00086534,411.110.36101.174/2025,CAMPAÑA DE COMUNICACIÓN SOCIAL DENOMINADA: PRIMER INFORME DE GOBIERNO. VERSIÓN I,"SERVICIO DE ESPACIOS PARA LA DIFUSIÓN DE LA CAMPAÑA DE COMUNICACIÓN SOCIAL DENOMINADA: PRIMER INFORME DE GOBIERNO. VERSIÓN INFORME 1,",NO,PUBLICADO,25/08/2025,30/09/2025,2025-08-25 00:00:00,130616.51,MXN,NO,2025-A-A-NAC-A-A-20-411-00095885,FORMALIZADO,2025-08-25 00:00:00,Abierto,52246.6,60606.06,130616.51,151515.15,MXN,NO,,,,,,,,ACO080407868,AMX CONTENIDO SA DE CV,642231,MX,MEXICANA,NO,NO MIPYME,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/74880f9ba9e447979af0cf0e67f54d67/procedimiento,0.15151515,2025-08-25 00:00:00
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000011,DELEGACION CHIHUAHUA,E-2025-00018463,20-128-02-25-007,21601 ADCHEMSYS,21601,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-128-020000011-N-7-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-03-04 22:09:02,,2025-02-17 00:00:00,C-2025-00017737,21601-007,21601 ADCHEMSYS,MANTENER LIMPIOS LOS ESPACIOS DE OPERACION,NO,PUBLICADO,19/02/2025,31/12/2025,,221293.1,MXN,,,,,,,,,,,,,,,,,,,ADC221021HR8,ADCHEMSYS S A P I DE CV,,MX,MEXICANA,NO,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/4d158182754f44c8bb3da6b1bb4b9647/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000011,DELEGACION CHIHUAHUA,E-2025-00037488,20-128-05-25-018,05-25-ADCHEMSYS,21601,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-128-020000011-N-16-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-05-06 18:05:06,,2025-05-01 00:00:00,C-2025-00040969,21601-017,05-25-ADCHEMSYS,MANTENER LIMPIOS LOS ESPACIOS DE OPERACIONES,NO,PUBLICADO,01/05/2025,31/12/2025,,42000.0,MXN,,,,,,,,,,,,,,,,,,,ADC221021HR8,ADCHEMSYS S A P I DE CV,,MX,MEXICANA,NO,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/037b8d014b3848bbadec8e2b513ec535/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000011,DELEGACION CHIHUAHUA,E-2025-00047913,20-128-06-25-025,04-06 ADCHEMSYS LIMPIEZA,21601,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-128-020000011-N-23-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-06-05 00:36:16,,2025-06-04 00:00:00,C-2025-00053388,61601-025,04-06 ADCHEMSYS LIMPIEZA,MATERIAL DE LIMPIEZA PARA MANTENER LIMPIOS LOS ESPACIOS DE OPERACIONES,NO,PUBLICADO,04/06/2025,31/12/2025,,51724.14,MXN,,,,,,,,,,,,,,,,,,,ADC221021HR8,ADCHEMSYS S A P I DE CV,,MX,MEXICANA,NO,MEDIANA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/0100ae6a38644466aaeb5940713a466e/procedimiento,,
